5000 10000
4576 1833 603249
1215 3398 551587
2531 3665 9069
4980 3526 523918
292 4171 277771
673 3421 947628
3012 902 880345
1392 3128 193692
4753 305 187153
3729 1546 100858
1372 3368 321612
1581 2196 847886
143 4503 48410
3899 4211 43190
4085 1419 778707
2170 875 763652
4020 17 856761
2833 1935 837549
213 845 924889
4552 1317 280964
508 2936 284395
4555 2700 832413
352 344 230696
334 1562 47828
2610 4244 727651
1636 4453 241431
4951 1951 928322
2596 4986 201578
1911 3184 235323
4647 3733 91718
4569 2852 457956
2812 609 885896
3853 2420 110721
4160 2251 854422
988 4240 661471
3291 1586 352621
1335 4228 307747
1447 243 768889
4577 4796 906460
2989 1503 393518
1120 4870 905153
1015 3142 739211
1609 2843 679666
1079 4499 953644
4982 4378 569430
2771 4582 148574
4976 4930 790574
1494 3708 495718
4530 67 984011
3250 3857 990360
4156 1031 360359
1621 1 416439
4310 2954 469920
345 4209 392065
410 4118 140100
4557 1787 129122
3531 4394 296383
2822 2205 364130
2934 1459 283604
3710 1019 456145
1324 4510 680871
309 3030 757583
2300 3353 705297
2091 825 283685
4611 3287 411770
4419 1433 852365
4976 4096 329721
4442 1620 593966
2808 658 103979
3031 3701 260695
919 3941 425361
3713 1827 326276
4553 4631 638224
1440 4241 424835
4640 4235 983935
2028 1470 617782
3153 2269 665224
3289 4012 441931
4419 1382 970187
2107 2602 330152
920 2442 54994
4121 2386 809070
1132 2832 248699
4706 3288 220930
1236 1439 767858
3855 2143 175293
2396 1597 386961
1521 3024 954250
2442 3872 334408
1722 1266 741882
972 4721 547114
4122 1703 524442
2452 1418 629687
4102 3816 975843
575 1561 604029
1977 546 932854
2424 4445 677110
10 3659 650069
2947 1990 795637
3374 4751 371326
1530 4209 766207
2406 4735 227411
3356 4541 190964
3215 327 774665
702 1318 566426
3610 1312 841455
4917 779 799641
2978 4994 779597
2581 3286 228449
2018 3384 157092
1189 3493 328526
2479 1340 515170
1243 731 197723
229 346 570849
4525 1239 22913
157 1720 664065
2035 2982 558754
2763 725 644794
1209 202 201013
3259 2887 497268
1283 1162 142540
2257 2435 285142
438 3336 856819
1281 715 469147
4432 2960 205511
2336 4989 223949
3625 3948 303539
2954 4775 87878
3452 3259 469195
270 1584 511121
3525 4200 966555
879 2679 409145
2774 1691 574832
220 1986 810690
880 842 718699
464 1722 988868
2697 3780 541671
4878 3361 35676
2439 4433 56642
1777 3435 615813
4 4161 543886
1874 4027 265917
2242 129 169026
2831 4166 249924
2025 3138 853157
3838 2889 51614
2226 4624 575574
1222 999 670705
2363 3984 298853
3546 2492 81112
510 3603 142044
2449 4318 506053
599 186 420152
1933 3898 72280
4765 4242 576295
3445 1775 163067
492 2861 603211
776 1099 800873
2413 4603 270180
2507 982 7858
3222 2244 85640
1461 1420 485413
2810 4046 364708
904 814 326570
2068 2090 409256
3914 4398 505215
1674 2126 770434
3666 3458 450719
521 2416 85421
3327 1503 564856
892 424 136291
1137 4981 446925
2617 3504 886517
4809 1702 993636
4400 2074 902563
3039 4123 650249
4138 2748 11057
4417 1901 903648
2250 962 481943
2255 2042 198593
2730 1795 600125
3110 3247 75483
240 4633 855477
3934 4755 808025
2768 3746 537746
2747 3370 156102
659 579 509016
1120 1898 402026
3747 667 869791
3381 2847 694369
2953 3333 987688
449 4444 716512
2680 1878 561342
4244 2981 994859
1352 1283 490719
4342 4440 545464
2799 2488 463307
980 2907 675566
3735 1052 553391
24 4246 564059
4997 2628 473046
1416 621 385838
950 3988 648967
3621 595 501538
1733 1749 951297
3803 678 121588
1181 1029 368189
3955 183 875119
2936 3092 353261
211 2460 528643
2914 4313 289614
842 677 539948
2308 4268 408150
836 2434 448542
4371 2079 705097
3957 4321 858796
3034 2320 963334
654 4896 214395
4507 241 537363
2028 3959 340900
3824 1598 839215
1539 4910 728464
4570 4231 258443
1482 3928 418956
4893 3795 243994
4680 4989 183617
1964 1027 606422
4974 4735 301535
3572 3443 85508
4941 1535 163820
4235 4577 349950
2943 4345 694004
3088 1322 721168
4756 1141 253465
2416 306 155643
3393 4675 358911
3614 1364 11167
1116 143 106057
2356 3093 388253
1503 1181 374768
2504 3166 376131
2152 3065 727394
21 1001 524168
4628 3292 377263
2302 2023 254171
288 2865 267708
11 2826 527910
43 268 566522
4312 2103 398336
418 3966 922068
930 1094 102243
2279 1596 955556
3815 4018 789670
4645 1979 203986
2482 2268 633626
311 1603 3314
3171 1648 343046
2836 4890 205121
313 3202 348630
2698 929 630684
4333 1525 585600
1051 2636 552147
2450 505 116027
1731 4768 719206
3861 840 436166
3464 2253 74070
15 4934 623436
1569 1672 438113
1447 786 572410
1367 4292 980352
3753 1350 381389
4374 905 683722
2310 3726 394785
1451 2553 180442
2735 4502 114833
1330 2291 460997
1171 2287 93880
3014 2552 25043
1949 541 766935
2883 4321 507327
2223 2787 306669
3500 2698 24044
3795 359 987414
3436 308 829478
2629 4002 921456
2241 1700 888772
2710 105 810656
855 1036 184142
2756 178 246576
2428 4287 231048
1484 1595 104043
3832 2256 413866
152 3834 323562
4784 3415 567361
1992 630 182323
567 1174 830892
3097 361 920099
3143 960 579841
2934 4083 8579
498 3582 32195
3900 4979 661311
3754 707 415923
4856 3869 432540
2389 3584 864695
1790 1792 446257
1240 1783 549894
1254 2675 606773
3983 1742 102507
495 3625 632922
4801 378 87742
2995 3100 883752
4507 2196 872502
4291 1200 67383
327 4264 593888
1475 3577 843958
4495 403 967335
2869 1971 693370
3146 4979 361408
2259 601 812969
2892 2357 196892
3725 4564 604546
4133 1897 145137
129 3812 430688
1387 3946 111558
1481 2360 930799
4049 1588 305424
226 3343 651825
4472 3624 480196
3984 3898 643733
4213 554 154485
1498 2231 545135
4734 2417 14753
2473 4571 836761
760 3150 44096
4420 549 725331
1120 654 116276
1851 3985 473697
692 983 264388
3507 1054 614399
2431 4249 583772
3711 3121 717421
4327 4605 392026
3842 3276 792614
3068 2248 13213
1744 618 329163
1632 1642 670924
3726 2822 713104
2756 1717 475426
1323 1040 981424
995 1573 64804
4363 2952 301506
3259 3474 850647
298 530 600170
3171 2058 631001
2387 1904 718659
3255 4993 798827
26 4065 274490
1394 518 730334
874 2349 209601
4226 4954 797352
4909 3301 886983
3039 3720 813648
342 893 193818
2299 3541 993400
3659 261 866869
1004 3066 773313
243 2274 202560
2714 2110 835261
1730 1995 344091
74 4037 506989
557 233 446844
174 1408 62228
1965 3506 80412
3595 339 311553
2494 3977 574300
2037 890 749678
4537 3646 439317
3098 4278 886859
4567 4387 158384
4599 2878 785427
3627 1622 416189
3946 2638 295051
1851 1163 86774
440 1992 746365
3238 672 504019
4616 3056 977500
2878 3898 348318
1728 3203 439062
3129 2305 357880
2351 267 672838
3405 4046 628848
2192 3246 642838
102 3672 746468
1400 4109 722155
4535 1768 861969
3572 2230 168323
717 2030 647870
3587 3202 883348
4368 4193 170798
2040 85 973582
879 1612 859597
4510 1262 468000
4125 266 105272
1920 4799 196176
551 1929 316819
1304 3488 285585
4564 525 793302
1128 1597 277863
868 4006 270850
4609 4055 248891
2322 428 363425
2861 1402 712311
4242 1673 836814
905 2609 802001
1384 3565 968849
3158 3570 820680
2319 2482 899880
3803 3831 376213
2391 471 571454
514 4315 523713
4153 4790 610900
3780 4461 5412
4663 2774 42056
3727 1043 130376
2773 3373 957658
597 3085 480485
2200 1590 234592
4525 3672 252223
796 1986 336097
218 4116 860308
4079 78 198505
3621 1470 915299
1614 639 955234
1101 1421 88119
2826 4971 935999
4202 3674 847051
977 834 730688
307 850 170724
718 1142 480288
3802 1630 291586
2611 4072 411452
1866 529 199733
1068 893 937201
1944 629 153674
1011 612 792846
3693 1700 325138
2692 4267 163487
1554 2477 538870
2279 3949 226071
925 369 289313
2122 756 922606
2554 3268 336235
3551 1922 18619
2277 913 349781
1333 2823 39255
4491 1347 781883
1647 506 953300
4177 4813 464408
2510 521 245715
3538 3615 931815
4906 532 624137
4651 2674 132510
1164 3515 892861
2006 62 1016
1514 3072 439238
2322 4806 295439
118 4729 40989
3582 3054 502273
629 1960 214732
1105 3971 836056
3361 3800 685191
2454 3696 832956
123 1431 815984
840 889 415896
1537 3474 103146
4406 3843 41478
570 4300 31913
602 4073 257514
4109 520 88877
4527 1285 413377
1147 2612 923083
2092 2380 440348
2258 3699 353340
459 4684 163789
3774 4113 254488
6 1042 444339
3425 760 531369
1175 1850 637931
400 3986 285502
16 3400 221280
3164 1190 840694
2016 3807 874359
2173 4825 262755
3691 3977 227020
4259 1535 453751
3463 992 88713
3217 411 887076
1562 4333 634692
13 544 24029
4282 2829 742255
3361 1920 649317
4964 632 867400
2226 4238 891798
705 864 194705
927 4303 853579
3656 2946 980990
1132 1670 144793
2570 2120 617
3340 1797 231437
2900 3525 343094
4037 4720 156742
2906 2221 171494
3406 26 478448
2283 2347 293665
3340 857 413042
4920 3182 67750
266 3001 586008
1946 62 560476
4825 1250 440649
2600 3126 581908
4131 1618 251396
4543 2978 181147
4719 1809 444244
2361 2012 21036
3416 141 276059
2262 1629 990588
2040 1411 139170
4220 1849 409169
845 2748 45418
4400 3111 841265
3164 3756 330764
3801 4444 42448
2256 2246 431863
4841 1325 678481
2715 228 806745
15 1289 616253
341 3701 334583
4069 1376 519299
4754 1695 169865
1744 2880 129071
180 2363 618083
3143 2419 822289
2362 4344 538550
2023 3610 248609
4174 4149 561585
4751 811 156749
1683 4330 603613
3039 3733 667375
4543 1627 687079
3679 431 29739
1207 1731 992706
170 2328 456178
101 348 947858
3609 4303 842723
2514 870 908730
979 722 196417
360 1643 840668
3152 74 904200
3807 2613 540491
32 268 810638
2483 2120 520579
2433 23 905587
2046 2561 473462
255 751 972385
2095 605 714989
1868 2942 214861
3826 1591 75421
820 1728 613436
1391 3619 383073
2204 3752 31429
270 3023 261704
2804 815 648403
4166 4241 863962
4951 4609 741718
4967 3147 968778
3634 2151 446958
925 776 474108
2739 4438 352956
2044 185 813385
2860 631 482278
1465 830 418992
1527 3778 401660
3793 1247 548195
4104 4518 71809
2794 3645 915348
1043 236 143381
1930 2689 913460
521 2485 488435
1880 3248 956242
957 2043 723662
4845 3409 154684
4184 3214 847162
4286 1042 427867
3503 3137 984165
176 1475 431399
1360 1811 246109
96 3786 102132
2345 4350 933978
4097 3754 404973
3939 4920 487498
2746 1495 707446
4295 1836 977630
4261 4956 269280
4747 593 577745
3086 2203 386907
4720 4849 679459
3319 1246 294348
4134 160 436297
4064 3848 239164
3180 730 435401
1106 3788 892225
401 4599 673606
4949 4180 420000
3240 3387 196075
3993 2048 3381
4567 2196 428541
3246 1466 341622
2776 1387 467532
3411 878 327885
4454 3521 107965
2228 4055 681898
1512 4013 115689
1468 4241 478979
4927 2603 223443
4284 1014 678238
985 3426 382756
4070 3013 870570
129 1034 816769
4321 1313 404728
3004 3106 992402
1734 586 614229
3137 3054 467746
4458 3579 494560
749 250 612266
2818 2360 599006
4719 3571 278118
297 2007 796693
4262 1128 118163
3928 644 290059
4824 1891 354670
4379 215 104349
1357 3882 471249
4690 206 854931
2211 281 991180
702 1298 114466
1972 1094 671636
4837 4021 566854
4387 4341 246562
3109 4638 338212
2021 2411 806309
1224 1849 960403
3049 27 920796
3592 3357 745744
4175 956 5557
4089 4548 108140
2298 1390 632403
2279 2151 389367
664 4957 837132
995 2725 473612
3564 921 175432
3462 1773 242403
2312 1070 611091
3291 3193 992609
1729 4694 680642
3066 3285 374925
3791 1750 147719
2338 4720 259598
2486 4519 634701
3466 4959 457906
2268 378 717315
3805 4513 187472
2115 2513 283801
2706 2867 36491
3770 267 916208
1191 3410 742153
2047 1057 86643
3217 1204 563298
2568 1510 352339
4639 1991 784993
4503 430 937451
4866 3597 580554
2597 4933 941180
4005 3414 271056
1395 4805 524619
2929 790 654895
1477 2084 214607
4024 931 99457
4373 4651 982007
924 3196 966740
1963 1214 447736
2299 3862 187161
4423 493 177710
105 1667 999076
3163 1030 844088
2758 3814 200414
1288 4419 39972
999 1336 691303
3443 3650 5903
2944 1536 581691
1147 3306 913219
861 2919 551582
3464 3987 815117
265 4754 822633
732 3073 857285
1480 4022 179058
4392 1960 559425
1854 4078 495152
3608 587 934456
3433 797 315725
4792 4304 472133
1101 4388 394514
880 714 76246
2195 3427 831572
2492 4655 426028
2024 4360 502545
1833 4012 351238
2593 190 211316
1501 3312 31313
1021 4468 758608
603 2351 916667
63 4534 596576
4995 314 232070
1995 2979 95773
565 1904 721776
1464 3190 811365
2952 2230 296285
2978 2963 510807
1970 3889 159686
205 2408 322012
2141 3444 546398
1497 212 452147
1346 4297 901443
935 3541 286214
2524 1158 796815
4978 2770 177120
2671 2564 227056
1482 2222 334142
882 1773 960481
3754 1716 586195
2402 4386 200662
4306 1490 36943
744 2048 661189
1298 1136 874726
3329 2550 90653
530 3660 116334
4631 2388 560466
410 1013 291490
3544 4637 960970
3079 888 560842
4116 2070 653977
2773 3683 144164
3242 1286 760603
75 1066 121351
2910 1219 10831
4975 4769 82468
4130 3759 823369
742 3315 109138
2874 3793 310047
3282 3028 847896
66 2381 540642
2376 3170 291287
4968 151 333138
2232 2056 706752
3903 3406 692105
395 3643 91157
2037 3424 12771
2883 414 407108
95 2337 613588
3428 510 890715
1901 262 120300
1376 4858 695488
425 3540 235849
3936 2038 588051
1804 1938 197423
745 3430 343208
391 565 804221
2907 1677 780164
577 4792 547146
465 3695 116238
4243 738 813202
2660 2993 549918
1279 1936 632386
554 171 607433
843 4659 755795
662 4973 294453
1295 3447 911794
2906 2413 279353
4250 2127 123958
3672 326 188376
2190 2868 264408
820 1069 493550
3533 1731 329077
3532 2752 934339
2192 1752 361349
3338 4008 972207
118 1526 718226
3685 4589 992120
1992 2541 406375
4696 1849 847518
473 2745 247087
570 2386 744757
2620 1256 513341
2659 2058 980225
97 332 983182
527 2102 398214
832 3618 303455
2824 2218 700260
2758 1524 229362
2236 3568 361346
3334 2576 287471
985 4899 323043
398 1776 712794
1446 4828 229979
656 2866 148392
905 4488 854732
2157 1650 303647
4162 4674 737558
4875 2362 11209
2745 1625 174057
4585 4322 730482
4872 1779 139939
889 3091 81510
923 763 361380
1911 4654 930747
3180 4624 816782
2410 1466 855763
3459 1592 117452
1444 4790 978905
2841 3505 1755
4375 2649 430070
1301 3695 20540
3225 1059 957819
4255 1967 731064
4444 4230 870065
2416 1777 102755
1294 3310 510624
3684 1190 452627
4304 1283 557873
4162 41 567719
4770 4102 730680
727 4547 118356
4843 3927 812254
3197 4117 439723
3605 1052 314399
1392 2470 87790
2916 3954 230055
2215 3335 339320
3442 2856 435834
1076 453 473366
3445 126 272817
1295 354 538944
2100 1214 488249
3844 4789 72286
965 3050 525475
4282 1258 488518
2995 995 582321
4318 357 757795
1105 3761 480026
2782 4484 768738
1291 2832 517531
4700 3505 561513
3231 4463 736620
4837 1221 972073
2258 2153 92021
1977 4615 981520
223 2908 353379
2387 771 236402
1413 1439 458236
1186 1034 827431
4167 4186 999105
2674 2798 476539
4326 2696 889099
761 3169 84263
1627 4465 801714
2890 2898 34995
1020 824 655452
1662 2795 939778
1927 418 386459
3566 115 365081
4286 721 674402
1063 4514 710114
3210 2785 657093
4553 2452 81546
1605 942 167176
2672 41 42933
2455 604 675821
1279 4764 225376
3366 2757 778448
2596 3979 574957
354 3265 633715
815 3711 401342
4857 2673 992339
2409 457 194831
3476 1973 674854
734 926 259697
145 2343 495193
3786 560 795049
572 2191 34417
3663 1084 699577
1233 4569 76957
1030 109 971246
171 2771 180076
1030 1765 430510
2759 326 318055
3318 510 193893
267 2018 773129
1683 4524 479750
2359 4306 361550
1845 918 134084
4029 840 627040
2140 2736 232444
3335 840 317265
3441 405 390756
2485 2998 848226
2154 4827 852370
602 3453 983066
2822 1898 734806
1195 4503 644255
3245 1472 930623
2020 1249 270551
1202 2278 30938
1240 294 225981
4691 1471 364204
673 2894 630205
2660 4702 466296
3001 4685 560638
3731 2287 235873
2114 1290 435427
1606 2373 48495
132 769 696884
1696 3944 927302
4630 3945 280575
962 3476 115411
4614 2265 497228
1953 2835 71564
3120 163 566024
674 1398 807355
894 87 390524
3197 960 90482
11 276 298736
4440 1149 736735
2921 918 450643
2059 4379 30635
623 18 80261
1676 2818 771913
2802 666 249444
1735 2754 406630
2182 1865 646700
4196 221 488490
4573 2261 498710
2232 1431 978606
3392 3826 823169
3150 4746 305621
2287 2933 955026
102 3518 742840
1935 3706 658326
4393 4428 413776
2596 3860 752338
4440 4667 466308
1808 814 208591
2451 1098 406606
4949 720 842635
971 1978 678563
3272 4843 223775
3156 2058 652866
4870 1090 404927
3415 2763 802975
1542 1971 618282
4240 4246 84309
3753 2611 409322
1067 4545 305473
306 924 545343
3035 2329 221760
921 3416 186383
3552 4207 374068
1179 2082 1080
2101 3518 316541
1014 3799 177830
1915 3415 690640
4581 1524 617145
3677 2470 46687
4545 3578 463468
1236 3231 304697
655 4229 542026
3866 12 768202
732 4249 613263
4523 4585 958958
2800 688 249945
925 2527 639365
1320 3349 17853
3009 3799 959910
2272 430 872856
2235 1243 301875
3443 2784 222032
2668 1448 810013
2459 3835 311608
2320 4412 5480
2381 2128 420576
4316 882 612277
253 1763 386888
854 4696 976608
1079 2834 259373
1858 605 726784
1554 1900 163574
1106 2105 80019
424 3156 271536
320 2809 530339
4414 2749 863271
2848 884 772972
3404 4579 680325
3435 1901 165788
2444 4012 399229
3637 2105 974689
2978 836 777471
3461 2476 746733
2589 4685 541421
4307 4078 954597
2922 3895 349264
1719 1908 142937
2158 3478 882563
971 2402 742464
4824 238 124379
4266 4245 984852
4110 2374 828604
1612 3756 131720
1721 4563 532832
1046 3740 769152
467 4133 931271
1240 2118 682032
784 4632 662283
588 4579 655833
17 3663 767200
2446 1522 202502
4212 3881 197538
3062 4271 613243
2286 4122 806993
2450 2055 801155
4849 1020 946642
3694 3524 230722
4653 2118 333070
240 2343 927427
4321 1473 163677
267 4503 722584
2437 4788 692405
4129 1737 54683
2630 661 796009
279 568 826261
3837 255 536168
3965 2886 34130
2149 1194 955376
2181 4355 471942
1439 1638 595727
1080 498 255088
3186 2105 785160
911 1564 728920
4405 771 723894
640 3121 29306
203 2527 447638
2950 3236 39383
517 4614 451783
2474 1716 406407
3747 2766 948317
1251 4835 157592
173 1746 715308
4036 3631 453685
2101 1259 196773
1402 514 304637
4914 2912 709517
350 4327 486844
4794 309 338577
413 1740 3103
2043 1346 99945
4059 2718 346668
3576 2078 998409
1582 3938 381326
1526 776 485660
3548 4874 192570
1799 283 848712
806 2490 391293
4684 3182 485429
748 2087 95997
2370 725 726604
793 4386 699137
829 4670 308474
2086 4947 206718
2088 2075 443424
4412 1261 611392
4578 1641 812865
3715 2719 695093
806 1111 38800
4551 4842 435375
4355 3680 978676
1521 4321 50905
2338 3837 10864
2597 3229 69500
3918 977 55530
1054 4323 322263
3965 596 404753
2578 3932 613268
955 2004 379493
3378 4679 189995
141 1979 509897
1659 486 671045
1494 2357 762676
3371 2338 826836
1197 4317 649318
584 4147 553932
3649 2947 356655
3522 3362 298601
843 2656 791863
